date,Room Number,T_Occupancy,T_time,Camera1,Camera2,Camera3
31-03-2022,M1 Room,3,9:38:28,1,2,0
31-03-2022,M1 Room,1,9:38:32,0,1,0
31-03-2022,M1 Room,1,9:38:46,0,1,0
31-03-2022,M1 Room,2,9:38:53,0,2,0
31-03-2022,M1 Room,2,9:38:58,1,1,0
31-03-2022,M1 Room,1,9:39:14,0,1,0
31-03-2022,M1 Room,1,9:39:22,0,1,0
31-03-2022,M1 Room,1,9:39:35,0,1,0
31-03-2022,M1 Room,3,9:39:46,0,3,0
31-03-2022,M1 Room,1,9:39:55,0,1,0
31-03-2022,M1 Room,1,9:40:03,0,1,0
31-03-2022,M1 Room,2,9:40:14,1,1,0
31-03-2022,M1 Room,1,9:40:27,0,1,0
31-03-2022,M1 Room,3,9:40:30,2,1,0
31-03-2022,M1 Room,1,9:40:33,0,1,0
31-03-2022,M1 Room,1,9:40:40,0,1,0
31-03-2022,M1 Room,3,9:40:53,2,1,0
31-03-2022,M1 Room,1,9:42:24,0,1,0
31-03-2022,M1 Room,0,9:42:30,0,0,0
31-03-2022,M1 Room,1,9:42:35,0,1,0
31-03-2022,M1 Room,1,9:42:50,0,1,0
31-03-2022,M1 Room,2,9:43:05,0,2,0
31-03-2022,M1 Room,1,9:43:06,0,1,0
31-03-2022,M1 Room,3,9:43:24,1,2,0
31-03-2022,M1 Room,3,9:43:29,1,2,0
31-03-2022,M1 Room,3,9:43:39,1,2,0
31-03-2022,M1 Room,2,9:43:57,0,2,0
31-03-2022,M1 Room,3,9:44:05,0,2,1
31-03-2022,M1 Room,1,9:44:10,0,1,0
31-03-2022,M1 Room,1,9:44:20,0,1,0
31-03-2022,M1 Room,1,9:44:37,0,1,0
31-03-2022,M1 Room,1,9:44:43,0,1,0
31-03-2022,M1 Room,1,9:44:46,0,1,0
31-03-2022,M1 Room,1,9:44:53,0,1,0
31-03-2022,M1 Room,4,9:44:55,1,2,1
31-03-2022,M1 Room,1,9:46:33,0,1,0
31-03-2022,M1 Room,4,9:46:37,1,2,1
31-03-2022,M1 Room,2,9:46:58,0,2,0
31-03-2022,M1 Room,3,9:47:10,0,3,0
31-03-2022,M1 Room,4,9:47:13,1,3,0
31-03-2022,M1 Room,3,9:47:14,0,3,0
31-03-2022,M1 Room,1,9:47:21,0,1,0
31-03-2022,M1 Room,4,9:47:25,0,3,1
31-03-2022,M1 Room,2,9:47:33,0,2,0
31-03-2022,M1 Room,2,9:47:40,0,2,0
31-03-2022,M1 Room,1,9:47:45,0,1,0
31-03-2022,M1 Room,3,9:47:49,1,2,0
31-03-2022,M1 Room,2,9:47:53,0,2,0
31-03-2022,M1 Room,1,9:48:00,0,1,0
31-03-2022,M1 Room,3,9:48:07,0,3,0
31-03-2022,M1 Room,3,9:48:14,0,3,0
31-03-2022,M1 Room,3,9:48:27,0,3,0
31-03-2022,M1 Room,5,9:48:33,1,3,1
31-03-2022,M1 Room,3,9:48:36,0,3,0
31-03-2022,M1 Room,3,9:48:46,0,3,0
31-03-2022,M1 Room,3,9:48:53,0,3,0
31-03-2022,M1 Room,3,9:49:04,0,3,0
31-03-2022,M1 Room,3,9:49:12,0,3,0
31-03-2022,M1 Room,2,9:49:22,0,2,0
31-03-2022,M1 Room,3,9:56:13,0,3,0
31-03-2022,M1 Room,4,9:56:43,0,4,0
31-03-2022,M1 Room,3,9:56:54,0,3,0
31-03-2022,M1 Room,4,9:57:11,0,4,0
31-03-2022,M1 Room,3,9:57:27,0,3,0
31-03-2022,M1 Room,3,9:57:42,0,3,0
31-03-2022,M1 Room,6,9:57:58,3,3,0
31-03-2022,M1 Room,2,9:58:00,0,2,0
31-03-2022,M1 Room,2,9:58:09,0,2,0
31-03-2022,M1 Room,3,9:58:53,0,3,0
31-03-2022,M1 Room,4,9:59:17,0,4,0
31-03-2022,M1 Room,2,10:01:39,0,2,0
31-03-2022,M1 Room,2,10:01:47,0,2,0
31-03-2022,M1 Room,2,10:01:53,0,2,0
31-03-2022,M1 Room,3,10:02:18,0,3,0
31-03-2022,M1 Room,2,10:02:33,1,1,0
31-03-2022,M1 Room,3,10:03:53,0,3,0
31-03-2022,M1 Room,3,10:04:11,0,3,0
31-03-2022,M1 Room,3,10:04:25,0,3,0
31-03-2022,M1 Room,3,10:05:00,0,3,0
31-03-2022,M1 Room,3,10:06:06,1,2,0
31-03-2022,M1 Room,7,10:09:42,1,6,0
31-03-2022,M1 Room,3,10:12:23,1,2,0
31-03-2022,M1 Room,3,10:14:26,0,3,0
31-03-2022,M1 Room,4,10:15:01,0,4,0
31-03-2022,M1 Room,3,10:15:24,0,3,0
31-03-2022,M1 Room,2,10:17:16,1,1,0
31-03-2022,M1 Room,2,10:26:35,0,2,0
31-03-2022,M1 Room,2,10:26:45,0,2,0
31-03-2022,M1 Room,1,10:26:49,1,0,0
31-03-2022,M1 Room,1,10:27:30,0,1,0
31-03-2022,M1 Room,1,10:28:18,0,1,0
31-03-2022,M1 Room,2,10:29:22,0,2,0
31-03-2022,M1 Room,1,10:30:00,1,0,0
31-03-2022,M1 Room,2,10:30:50,1,1,0
31-03-2022,M1 Room,2,10:30:55,1,1,0
31-03-2022,M1 Room,6,10:32:11,2,4,0
01-04-2022,M1 Room,2,9:56:26,0,0,2
01-04-2022,M1 Room,0,10:09:04,0,0,0
01-04-2022,M1 Room,1,10:36:07,0,0,1
01-04-2022,M1 Room,1,10:38:11,0,0,1
01-04-2022,M1 Room,1,10:38:58,0,0,1
01-04-2022,M1 Room,1,10:40:10,0,0,1
01-04-2022,M1 Room,1,10:40:28,0,0,1
01-04-2022,M1 Room,1,10:41:13,1,0,0
01-04-2022,M1 Room,2,13:10:16,1,0,1
01-04-2022,M1 Room,2,13:11:37,2,0,0
01-04-2022,M1 Room,2,14:19:56,1,0,1
01-04-2022,M1 Room,1,14:20:46,0,0,1
01-04-2022,M1 Room,2,14:29:58,0,1,1
01-04-2022,M1 Room,2,14:30:16,1,1,0
01-04-2022,M1 Room,1,17:55:53,0,1,0
01-04-2022,M1 Room,1,17:56:03,0,1,0
01-04-2022,M1 Room,0,17:56:34,0,0,0
01-04-2022,M1 Room,3,18:19:14,1,2,0
01-04-2022,M1 Room,2,18:19:44,1,1,0
01-04-2022,M1 Room,1,18:20:22,0,1,0
01-04-2022,M1 Room,1,18:20:39,0,1,0
01-04-2022,M1 Room,1,18:21:54,1,0,0
01-04-2022,M1 Room,1,11:21:18,0,1,0
01-04-2022,M1 Room,5,11:21:27,0,3,2
01-04-2022,M1 Room,1,11:21:38,0,1,0
01-04-2022,M1 Room,4,11:22:10,0,2,2
01-04-2022,M1 Room,1,11:22:54,0,1,0
01-04-2022,M1 Room,4,11:23:08,1,2,1
01-04-2022,M1 Room,1,11:23:43,0,1,0
01-04-2022,M1 Room,2,11:24:32,0,1,1
01-04-2022,M1 Room,1,11:25:09,0,1,0
01-04-2022,M1 Room,3,11:25:14,0,2,1
01-04-2022,M1 Room,1,15:39:02,0,1,0
01-04-2022,M1 Room,0,15:39:14,0,0,0
01-04-2022,M1 Room,1,15:45:58,0,1,0
01-04-2022,M1 Room,0,15:46:15,0,0,0
01-04-2022,M1 Room,1,15:47:22,0,1,0
01-04-2022,M1 Room,0,15:47:34,0,0,0
01-04-2022,M1 Room,1,15:48:04,0,1,0
01-04-2022,M1 Room,0,15:48:42,0,0,0
01-04-2022,M1 Room,1,15:54:59,0,1,0
01-04-2022,M1 Room,0,15:55:08,0,0,0
01-04-2022,M1 Room,2,16:00:38,1,1,0
01-04-2022,M1 Room,1,16:01:06,0,1,0
01-04-2022,M1 Room,2,16:01:37,1,1,0
01-04-2022,M1 Room,2,16:01:57,1,1,0
01-04-2022,M1 Room,0,16:02:26,0,0,0
01-04-2022,M1 Room,1,17:24:16,0,1,0
01-04-2022,M1 Room,2,17:24:51,0,2,0
01-04-2022,M1 Room,1,17:25:13,0,1,0
01-04-2022,M1 Room,0,17:25:25,0,0,0
01-04-2022,M1 Room,2,17:51:51,1,1,0
01-04-2022,M1 Room,2,17:51:59,1,1,0
01-04-2022,M1 Room,1,17:54:12,0,1,0
01-04-2022,M1 Room,1,17:54:33,0,1,0
01-04-2022,M1 Room,0,17:55:27,0,0,0
01-04-2022,M1 Room,1,17:57:10,0,1,0
01-04-2022,M1 Room,2,18:03:51,1,1,0
01-04-2022,M1 Room,1,18:04:00,1,0,0
01-04-2022,M1 Room,2,18:04:05,1,1,0
01-04-2022,M1 Room,2,18:13:25,1,1,0
01-04-2022,M1 Room,2,18:14:30,1,1,0
01-04-2022,M1 Room,1,18:16:01,0,1,0
01-04-2022,M1 Room,2,18:16:42,1,1,0
01-04-2022,M1 Room,2,18:17:01,1,1,0
01-04-2022,M1 Room,2,18:17:10,1,1,0
01-04-2022,M1 Room,1,18:17:21,0,1,0
01-04-2022,M1 Room,1,18:18:36,1,0,0
01-04-2022,M1 Room,2,18:18:57,1,1,0
01-04-2022,M1 Room,3,18:19:14,1,2,0
01-04-2022,M1 Room,2,18:19:44,1,1,0
01-04-2022,M1 Room,1,18:20:04,0,1,0
01-04-2022,M1 Room,1,18:20:22,0,1,0
01-04-2022,M1 Room,1,18:24:07,0,1,0
01-04-2022,M1 Room,1,18:24:16,0,1,0
01-04-2022,M1 Room,1,18:25:20,0,1,0
01-04-2022,M1 Room,0,18:26:18,0,0,0
01-04-2022,M1 Room,1,18:26:38,0,1,0
01-04-2022,M1 Room,2,18:27:05,1,1,0
01-04-2022,M1 Room,2,18:27:31,1,1,0
01-04-2022,M1 Room,3,18:28:06,2,1,0
01-04-2022,M1 Room,3,18:28:18,2,1,0
01-04-2022,M1 Room,2,18:28:36,1,1,0
01-04-2022,M1 Room,2,18:29:09,1,1,0
01-04-2022,M1 Room,2,18:29:17,1,1,0
01-04-2022,M1 Room,1,18:30:16,0,1,0
01-04-2022,M1 Room,1,18:31:46,1,0,0
06-04-2022,M1 Room,1,12:49:12,0,1,0
06-04-2022,M1 Room,2,12:49:22,0,2,0
06-04-2022,M1 Room,4,14:31:12,0,3,1
06-04-2022,M1 Room,0,14:31:28,0,0,0
06-04-2022,M1 Room,1,12:43:03,0,1,0
06-04-2022,M1 Room,4,12:43:04,1,3,0
06-04-2022,M1 Room,1,12:44:39,0,1,0
06-04-2022,M1 Room,3,12:44:43,0,3,0
06-04-2022,M1 Room,1,12:45:36,0,1,0
06-04-2022,M1 Room,1,12:45:55,0,1,0
06-04-2022,M1 Room,1,12:46:16,0,1,0
06-04-2022,M1 Room,3,12:46:37,0,3,0
06-04-2022,M1 Room,1,12:46:47,0,1,0
06-04-2022,M1 Room,2,12:47:16,1,1,0
06-04-2022,M1 Room,1,12:47:35,0,1,0
06-04-2022,M1 Room,3,12:47:36,1,2,0
06-04-2022,M1 Room,2,12:48:03,0,2,0
06-04-2022,M1 Room,2,12:48:30,0,2,0
06-04-2022,M1 Room,2,12:48:37,0,2,0
06-04-2022,M1 Room,1,12:49:12,0,1,0
06-04-2022,M1 Room,2,12:49:22,0,2,0
06-04-2022,M1 Room,1,12:49:35,0,1,0
06-04-2022,M1 Room,1,12:49:54,0,1,0
06-04-2022,M1 Room,1,12:50:04,0,1,0
06-04-2022,M1 Room,2,12:50:25,0,2,0
06-04-2022,M1 Room,2,12:51:05,1,1,0
06-04-2022,M1 Room,1,12:51:12,0,1,0
06-04-2022,M1 Room,2,12:51:16,0,2,0
06-04-2022,M1 Room,2,12:51:52,1,1,0
06-04-2022,M1 Room,1,12:52:08,0,1,0
06-04-2022,M1 Room,2,12:52:14,0,2,0
06-04-2022,M1 Room,2,12:52:39,1,1,0
06-04-2022,M1 Room,2,12:53:01,1,1,0
06-04-2022,M1 Room,1,12:53:14,0,1,0
06-04-2022,M1 Room,2,12:53:31,1,1,0
06-04-2022,M1 Room,2,12:53:44,1,1,0
06-04-2022,M1 Room,1,12:53:59,0,1,0
06-04-2022,M1 Room,2,12:54:09,1,1,0
06-04-2022,M1 Room,3,12:54:18,1,2,0
06-04-2022,M1 Room,1,12:54:49,0,1,0
06-04-2022,M1 Room,1,12:55:31,0,1,0
06-04-2022,M1 Room,1,12:55:41,0,1,0
06-04-2022,M1 Room,1,12:55:51,0,1,0
06-04-2022,M1 Room,3,12:56:00,1,2,0
06-04-2022,M1 Room,1,12:56:10,0,1,0
06-04-2022,M1 Room,1,12:56:32,0,1,0
06-04-2022,M1 Room,1,12:56:39,0,1,0
06-04-2022,M1 Room,1,12:57:28,0,1,0
06-04-2022,M1 Room,3,12:58:12,1,2,0
06-04-2022,M1 Room,1,12:58:24,0,1,0
06-04-2022,M1 Room,2,12:58:42,1,1,0
06-04-2022,M1 Room,1,12:58:51,0,1,0
06-04-2022,M1 Room,1,12:58:58,0,1,0
06-04-2022,M1 Room,1,12:59:08,0,1,0
06-04-2022,M1 Room,2,12:59:20,1,1,0
06-04-2022,M1 Room,2,12:59:31,1,1,0
06-04-2022,M1 Room,1,13:00:19,0,1,0
06-04-2022,M1 Room,6,13:00:27,2,4,0
06-04-2022,M1 Room,1,13:00:30,0,1,0
06-04-2022,M1 Room,2,13:01:08,1,1,0
06-04-2022,M1 Room,2,13:01:39,0,2,0
06-04-2022,M1 Room,3,13:01:47,1,2,0
06-04-2022,M1 Room,3,13:01:56,1,2,0
06-04-2022,M1 Room,3,13:02:30,1,2,0
06-04-2022,M1 Room,3,13:03:14,1,2,0
06-04-2022,M1 Room,3,13:03:22,1,2,0
06-04-2022,M1 Room,5,13:04:17,2,3,0
06-04-2022,M1 Room,3,13:04:40,1,2,0
06-04-2022,M1 Room,2,13:05:51,1,1,0
06-04-2022,M1 Room,2,13:06:00,1,1,0
06-04-2022,M1 Room,3,13:06:27,1,2,0
06-04-2022,M1 Room,2,13:06:52,0,2,0
06-04-2022,M1 Room,2,13:07:17,1,1,0
06-04-2022,M1 Room,2,13:07:27,1,1,0
06-04-2022,M1 Room,1,13:07:50,0,1,0
06-04-2022,M1 Room,2,13:07:57,1,1,0
06-04-2022,M1 Room,1,13:09:06,0,1,0
06-04-2022,M1 Room,1,13:09:15,0,1,0
06-04-2022,M1 Room,1,13:10:22,0,1,0
06-04-2022,M1 Room,1,13:10:54,0,1,0
06-04-2022,M1 Room,1,13:11:13,0,1,0
06-04-2022,M1 Room,1,13:11:24,0,1,0
06-04-2022,M1 Room,1,13:11:39,0,1,0
06-04-2022,M1 Room,1,13:12:20,0,1,0
06-04-2022,M1 Room,1,13:12:27,0,1,0
06-04-2022,M1 Room,0,13:13:21,0,0,0
06-04-2022,M1 Room,1,14:27:31,0,1,0
06-04-2022,M1 Room,3,14:27:33,0,3,0
06-04-2022,M1 Room,1,14:30:52,0,1,0
06-04-2022,M1 Room,0,14:31:11,0,0,0
06-04-2022,M1 Room,1,14:32:10,0,1,0
06-04-2022,M1 Room,0,14:32:17,0,0,0
07-04-2022,M1 Room,1,12:17:56,0,1,0
07-04-2022,M1 Room,0,12:18:25,0,0,0
07-04-2022,M1 Room,1,18:17:28,0,1,0
07-04-2022,M1 Room,0,18:17:29,0,0,0
07-04-2022,M1 Room,1,18:17:49,0,1,0
07-04-2022,M1 Room,0,18:17:57,0,0,0
07-04-2022,M1 Room,1,18:19:15,0,1,0
07-04-2022,M1 Room,0,18:19:16,0,0,0
07-04-2022,M1 Room,1,18:19:22,0,1,0
07-04-2022,M1 Room,0,18:19:45,0,0,0
07-04-2022,M1 Room,1,18:20:18,0,1,0
07-04-2022,M1 Room,1,18:20:27,0,1,0
07-04-2022,M1 Room,0,18:20:41,0,0,0
07-04-2022,M1 Room,1,18:21:03,0,1,0
07-04-2022,M1 Room,1,18:21:09,0,1,0
07-04-2022,M1 Room,0,18:21:43,0,0,0
07-04-2022,M1 Room,2,18:24:11,1,1,0
07-04-2022,M1 Room,1,18:24:13,0,1,0
07-04-2022,M1 Room,1,18:25:17,0,1,0
07-04-2022,M1 Room,1,18:25:37,0,1,0
07-04-2022,M1 Room,0,18:25:40,0,0,0
07-04-2022,M1 Room,1,18:27:59,0,1,0
07-04-2022,M1 Room,1,18:28:09,0,1,0
07-04-2022,M1 Room,0,18:28:18,0,0,0
08-04-2022,M1 Room,2,19:07:31,1,1,0
08-04-2022,M1 Room,1,19:08:14,0,1,0
08-04-2022,M1 Room,1,19:16:01,0,0,1
08-04-2022,M1 Room,0,19:16:04,0,0,0
08-04-2022,M1 Room,2,19:20:07,1,1,0
08-04-2022,M1 Room,1,19:20:10,0,0,1
08-04-2022,M1 Room,2,19:21:21,1,1,0
08-04-2022,M1 Room,0,19:21:27,0,0,0
08-04-2022,M1 Room,2,19:33:10,1,1,0
08-04-2022,M1 Room,1,19:33:41,0,1,0
08-04-2022,M1 Room,2,19:34:13,1,1,0
08-04-2022,M1 Room,2,19:34:18,1,1,0
08-04-2022,M1 Room,1,19:50:16,0,1,0
08-04-2022,M1 Room,1,19:50:41,0,1,0
08-04-2022,M1 Room,2,19:51:01,1,0,1
08-04-2022,M1 Room,1,19:51:03,0,1,0
08-04-2022,M1 Room,0,19:51:36,0,0,0
08-04-2022,M1 Room,3,20:43:53,2,0,1
08-04-2022,M1 Room,2,20:47:06,0,1,1
08-04-2022,M1 Room,1,20:47:57,0,0,1
08-04-2022,M1 Room,0,20:48:51,0,0,0
08-04-2022,M1 Room,2,22:25:21,1,1,0
08-04-2022,M1 Room,2,22:25:35,1,1,0
08-04-2022,M1 Room,2,22:26:17,0,2,0
08-04-2022,M1 Room,2,22:26:31,1,1,0
08-04-2022,M1 Room,2,22:26:56,1,1,0
08-04-2022,M1 Room,1,22:27:20,1,0,0
08-04-2022,M1 Room,2,22:31:38,1,1,0
08-04-2022,M1 Room,2,22:31:45,1,1,0
08-04-2022,M1 Room,2,22:32:02,1,1,0
08-04-2022,M1 Room,1,22:32:12,1,0,0
08-04-2022,M1 Room,2,22:32:23,1,1,0
08-04-2022,M1 Room,2,22:32:30,1,1,0
08-04-2022,M1 Room,2,22:32:51,1,1,0
08-04-2022,M1 Room,3,22:32:53,1,1,1
08-04-2022,M1 Room,2,22:32:59,1,1,0
08-04-2022,M1 Room,4,22:33:19,1,1,2
08-04-2022,M1 Room,1,22:36:14,0,1,0
08-04-2022,M1 Room,3,22:36:21,1,1,1
08-04-2022,M1 Room,2,22:36:35,1,1,0
08-04-2022,M1 Room,1,22:36:55,0,0,1
08-04-2022,M1 Room,2,22:41:07,1,1,0
08-04-2022,M1 Room,1,22:41:32,0,0,1
08-04-2022,M1 Room,1,22:42:03,0,1,0
08-04-2022,M1 Room,1,22:43:01,0,1,0
08-04-2022,M1 Room,1,22:43:15,0,1,0
08-04-2022,M1 Room,1,22:43:27,0,1,0
08-04-2022,M1 Room,1,22:44:03,0,1,0
08-04-2022,M1 Room,4,22:44:33,1,2,1
08-04-2022,M1 Room,1,22:44:46,0,1,0
08-04-2022,M1 Room,3,22:45:58,1,2,0
08-04-2022,M1 Room,4,22:50:49,1,1,2
08-04-2022,M1 Room,1,22:50:54,0,1,0
08-04-2022,M1 Room,4,22:51:02,1,1,2
08-04-2022,M1 Room,1,22:51:05,0,1,0
08-04-2022,M1 Room,2,23:04:40,0,2,0
08-04-2022,M1 Room,2,23:05:14,0,2,0
08-04-2022,M1 Room,3,23:10:33,0,3,0
08-04-2022,M1 Room,3,23:11:09,1,2,0
08-04-2022,M1 Room,4,23:16:30,1,3,0
08-04-2022,M1 Room,4,23:16:36,1,3,0
08-04-2022,M1 Room,2,23:16:57,1,1,0
08-04-2022,M1 Room,3,23:17:25,1,2,0
08-04-2022,M1 Room,3,23:18:43,1,2,0
08-04-2022,M1 Room,3,23:18:53,1,2,0
08-04-2022,M1 Room,3,23:19:18,1,2,0
08-04-2022,M1 Room,3,23:19:27,1,2,0
08-04-2022,M1 Room,4,23:20:40,1,0,3
08-04-2022,M1 Room,2,23:32:35,0,2,0
08-04-2022,M1 Room,2,23:33:23,0,0,2
08-04-2022,M1 Room,1,23:33:29,0,1,0
08-04-2022,M1 Room,2,23:33:45,1,1,0
08-04-2022,M1 Room,2,23:47:10,0,2,0
08-04-2022,M1 Room,3,23:47:37,0,0,3
08-04-2022,M1 Room,1,23:47:53,0,1,0
08-04-2022,M1 Room,3,23:48:36,0,0,3
08-04-2022,M1 Room,1,10:28:59,0,1,0
08-04-2022,M1 Room,0,10:29:04,0,0,0
08-04-2022,M1 Room,1,10:29:04,0,1,0
08-04-2022,M1 Room,1,10:29:16,1,0,0
08-04-2022,M1 Room,1,10:40:58,0,1,0
08-04-2022,M1 Room,0,10:41:06,0,0,0
08-04-2022,M1 Room,1,11:09:04,0,1,0
08-04-2022,M1 Room,0,11:09:15,0,0,0
08-04-2022,M1 Room,1,11:51:25,0,1,0
08-04-2022,M1 Room,1,11:52:04,1,0,0
08-04-2022,M1 Room,2,12:21:51,1,1,0
08-04-2022,M1 Room,1,12:22:59,0,1,0
08-04-2022,M1 Room,0,12:23:05,0,0,0
08-04-2022,M1 Room,1,12:23:40,0,1,0
08-04-2022,M1 Room,1,12:23:55,0,1,0
08-04-2022,M1 Room,2,12:33:21,1,1,0
08-04-2022,M1 Room,2,12:33:34,1,1,0
08-04-2022,M1 Room,0,12:36:08,0,0,0
08-04-2022,M1 Room,1,12:44:42,0,1,0
08-04-2022,M1 Room,0,12:46:13,0,0,0
08-04-2022,M1 Room,2,17:45:02,1,1,0
08-04-2022,M1 Room,2,17:45:25,1,1,0
08-04-2022,M1 Room,2,18:52:49,1,1,0
08-04-2022,M1 Room,2,18:53:05,0,0,2
08-04-2022,M1 Room,2,18:53:26,1,1,0
08-04-2022,M1 Room,2,18:53:26,0,0,2
08-04-2022,M1 Room,1,18:53:42,0,1,0
08-04-2022,M1 Room,1,18:54:03,0,0,1
08-04-2022,M1 Room,1,19:08:14,0,1,0
08-04-2022,M1 Room,1,19:08:29,0,1,0
08-04-2022,M1 Room,0,19:08:51,0,0,0
08-04-2022,M1 Room,2,19:21:07,1,1,0
08-04-2022,M1 Room,2,19:21:21,1,1,0
08-04-2022,M1 Room,2,19:22:00,1,1,0
08-04-2022,M1 Room,3,19:22:40,1,2,0
08-04-2022,M1 Room,0,19:22:59,0,0,0
08-04-2022,M1 Room,2,19:26:05,1,1,0
08-04-2022,M1 Room,0,19:26:06,0,0,0
08-04-2022,M1 Room,2,19:26:15,1,1,0
08-04-2022,M1 Room,1,19:26:16,0,0,1
08-04-2022,M1 Room,2,19:26:47,1,1,0
08-04-2022,M1 Room,1,19:26:53,0,0,1
08-04-2022,M1 Room,3,19:27:54,1,2,0
08-04-2022,M1 Room,1,19:28:01,0,0,1
08-04-2022,M1 Room,1,19:31:18,0,1,0
08-04-2022,M1 Room,1,19:31:56,0,1,0
08-04-2022,M1 Room,1,19:32:06,0,1,0
08-04-2022,M1 Room,2,19:32:59,1,1,0
08-04-2022,M1 Room,2,19:33:10,1,1,0
08-04-2022,M1 Room,1,19:33:41,0,1,0
08-04-2022,M1 Room,2,19:34:13,1,1,0
08-04-2022,M1 Room,2,19:34:34,1,1,0
08-04-2022,M1 Room,2,19:34:53,1,1,0
08-04-2022,M1 Room,2,19:35:13,1,1,0
08-04-2022,M1 Room,2,19:35:29,1,1,0
08-04-2022,M1 Room,4,19:36:52,2,1,1
08-04-2022,M1 Room,2,19:48:40,1,1,0
08-04-2022,M1 Room,1,19:48:49,0,1,0
08-04-2022,M1 Room,2,19:49:00,1,1,0
08-04-2022,M1 Room,1,19:49:22,0,1,0
08-04-2022,M1 Room,1,19:49:27,0,1,0
08-04-2022,M1 Room,1,20:16:10,0,1,0
08-04-2022,M1 Room,4,20:16:30,3,0,1
08-04-2022,M1 Room,1,20:16:43,0,1,0
08-04-2022,M1 Room,2,20:17:00,0,0,2
08-04-2022,M1 Room,1,21:16:58,0,1,0
08-04-2022,M1 Room,1,21:17:27,1,0,0
08-04-2022,M1 Room,2,22:23:20,0,2,0
08-04-2022,M1 Room,2,22:23:56,0,2,0
08-04-2022,M1 Room,1,22:24:01,0,1,0
08-04-2022,M1 Room,2,22:24:06,2,0,0
08-04-2022,M1 Room,1,22:24:12,0,1,0
08-04-2022,M1 Room,1,22:24:27,1,0,0
08-04-2022,M1 Room,3,22:59:05,1,2,0
08-04-2022,M1 Room,1,22:59:13,0,0,1
08-04-2022,M1 Room,1,23:00:09,0,1,0
08-04-2022,M1 Room,1,23:00:10,0,1,0
08-04-2022,M1 Room,1,23:00:21,0,1,0
08-04-2022,M1 Room,2,23:00:48,0,2,0
08-04-2022,M1 Room,1,23:01:19,1,0,0
08-04-2022,M1 Room,2,23:02:39,1,1,0
08-04-2022,M1 Room,2,23:02:50,1,0,1
08-04-2022,M1 Room,2,23:02:55,1,1,0
08-04-2022,M1 Room,3,23:02:58,2,0,1
08-04-2022,M1 Room,1,23:03:29,0,1,0
08-04-2022,M1 Room,2,23:04:40,0,2,0
08-04-2022,M1 Room,2,23:05:14,0,2,0
08-04-2022,M1 Room,4,23:08:10,1,0,3
08-04-2022,M1 Room,2,23:10:02,1,1,0
08-04-2022,M1 Room,3,23:10:33,0,3,0
08-04-2022,M1 Room,3,23:11:09,1,2,0
08-04-2022,M1 Room,0,23:14:12,0,0,0
08-04-2022,M1 Room,3,23:14:34,1,2,0
08-04-2022,M1 Room,3,23:14:42,1,2,0
08-04-2022,M1 Room,0,23:14:47,0,0,0
08-04-2022,M1 Room,4,23:22:32,2,2,0
08-04-2022,M1 Room,3,23:22:58,1,0,2
08-04-2022,M1 Room,3,23:23:35,1,2,0
08-04-2022,M1 Room,3,23:23:36,1,0,2
08-04-2022,M1 Room,3,23:24:31,0,3,0
08-04-2022,M1 Room,3,23:24:40,0,3,0
08-04-2022,M1 Room,2,23:25:16,0,2,0
08-04-2022,M1 Room,3,23:25:51,1,2,0
08-04-2022,M1 Room,3,23:26:03,1,2,0
08-04-2022,M1 Room,3,23:26:11,1,2,0
08-04-2022,M1 Room,1,23:26:15,1,0,0
08-04-2022,M1 Room,2,23:31:45,1,1,0
08-04-2022,M1 Room,2,23:32:35,0,2,0
08-04-2022,M1 Room,2,23:33:45,1,1,0
08-04-2022,M1 Room,2,23:33:54,1,1,0
08-04-2022,M1 Room,2,23:34:17,1,1,0
08-04-2022,M1 Room,0,23:34:31,0,0,0
08-04-2022,M1 Room,1,23:34:42,0,1,0
08-04-2022,M1 Room,1,23:35:11,0,0,1
08-04-2022,M1 Room,1,23:36:43,0,1,0
08-04-2022,M1 Room,0,23:36:44,0,0,0
08-04-2022,M1 Room,1,23:37:14,0,1,0
08-04-2022,M1 Room,0,23:37:27,0,0,0
08-04-2022,M1 Room,2,23:41:25,1,1,0
08-04-2022,M1 Room,1,23:41:36,0,0,1
08-04-2022,M1 Room,2,23:42:25,1,1,0
08-04-2022,M1 Room,3,23:43:07,1,0,2
08-04-2022,M1 Room,1,23:43:08,0,1,0
08-04-2022,M1 Room,1,23:43:24,1,0,0
08-04-2022,M1 Room,2,23:54:58,0,2,0
08-04-2022,M1 Room,2,23:55:03,0,2,0
08-04-2022,M1 Room,1,23:55:21,0,1,0
08-04-2022,M1 Room,2,23:56:36,0,2,0
08-04-2022,M1 Room,1,23:57:04,0,1,0
09-04-2022,M1 Room,2,2:06:47,0,2,0
09-04-2022,M1 Room,2,2:07:02,0,2,0
09-04-2022,M1 Room,2,2:07:20,0,2,0
09-04-2022,M1 Room,2,2:12:35,0,2,0
09-04-2022,M1 Room,3,2:12:39,0,3,0
09-04-2022,M1 Room,3,2:13:48,1,2,0
09-04-2022,M1 Room,2,2:14:08,1,1,0
09-04-2022,M1 Room,2,2:26:17,1,1,0
09-04-2022,M1 Room,3,2:27:08,0,3,0
09-04-2022,M1 Room,1,2:27:46,0,1,0
09-04-2022,M1 Room,0,2:27:50,0,0,0
09-04-2022,M1 Room,2,2:31:44,0,2,0
09-04-2022,M1 Room,3,2:32:19,0,3,0
